AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
CALAVERAS, 860-886-1210-0240,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","0240-Aerial Lifts-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-2724,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2724-Forklifts-D-1000-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-2890,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2890-Forklifts-D-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-2920,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2920-Forklifts-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-886-1210-2950,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2950-Forklifts-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-2960,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2960-Forklifts-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-2970,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","2970-Forklifts-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5520,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5520-Other General Industrial Equipmen-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5540,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5540-Other General Industrial Equipmen-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5560,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5560-Other General Industrial Equipmen-D-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5580,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5580-Other General Industrial Equipmen-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5600,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5600-Other General Industrial Equipmen-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5610,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5610-Other General Industrial Equipmen-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5620,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5620-Other General Industrial Equipmen-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5630,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5630-Other General Industrial Equipmen-D-750-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5640,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5640-Other General Industrial Equipmen-D-1000-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5644,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5644-Other General Industrial Equipmen-D-9999-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5810,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5810-Other Material Handling Equipment-D-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5830,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5830-Other Material Handling Equipment-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5840,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5840-Other Material Handling Equipment-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5850,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5850-Other Material Handling Equipment-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5860,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5860-Other Material Handling Equipment-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-5890,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","5890-OTHER MATERIAL HANDLING EQUIPMENT-D-9999-EXHAUST",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8860,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8860-Sweepers/Scrubbers-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8880,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8880-Sweepers/Scrubbers-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8900,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8900-Sweepers/Scrubbers-D-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8920,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8920-Sweepers/Scrubbers-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8940,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8940-Sweepers/Scrubbers-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8950,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8950-Sweepers/Scrubbers-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-886-1210-8954,"860-OFF-ROAD EQUIPMENT","886-INDUSTRIAL EQUIPMENT","1210-DIESEL (UNSPECIFIED)","8954-Sweepers/Scrubbers-D-1000-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0654,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0654-Asphalt Pavers-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0655,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0655-Asphalt Pavers-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0664,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0664-Asphalt Pavers-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0665,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0665-Asphalt Pavers-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0674,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0674-Asphalt Pavers-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0675,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0675-Asphalt Pavers-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0684,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0684-Asphalt Pavers-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0685,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0685-Asphalt Pavers-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0834,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0834-Bore/Drill Rigs-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0835,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0835-Bore/Drill Rigs-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0854,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0854-Bore/Drill Rigs-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0855,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0855-Bore/Drill Rigs-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0874,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0874-Bore/Drill Rigs-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0875,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0875-Bore/Drill Rigs-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0894,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0894-Bore/Drill Rigs-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0895,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0895-Bore/Drill Rigs-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0914,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0914-Bore/Drill Rigs-G4-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-0915,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","0915-Bore/Drill Rigs-G4-175-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1104,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1104-Cement and Mortar Mixers-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1105,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1105-Cement and Mortar Mixers-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1114,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1114-Cement and Mortar Mixers-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-887-1100-1115,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1115-Cement and Mortar Mixers-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1134,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1134-Cement and Mortar Mixers-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1135,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1135-Cement and Mortar Mixers-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1674,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1674-Concrete/Industrial Saws-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1675,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1675-Concrete/Industrial Saws-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1684,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1684-Concrete/Industrial Saws-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-887-1100-1685,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1685-Concrete/Industrial Saws-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1694,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1694-Concrete/Industrial Saws-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1695,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1695-Concrete/Industrial Saws-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1714,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1714-Concrete/Industrial Saws-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1715,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1715-Concrete/Industrial Saws-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1764,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1764-Concrete/Industrial Saws-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1765,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1765-Concrete/Industrial Saws-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1994,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1994-Cranes-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-1995,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","1995-Cranes-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2014,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2014-Cranes-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2015,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2015-Cranes-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2034,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2034-Cranes-G4-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2035,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2035-Cranes-G4-175-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2174,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2174-Crushing/Proc. Equipment-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2175,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2175-Crushing/Proc. Equipment-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2184,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2184-Crushing/Proc. Equipment-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2185,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2185-Crushing/Proc. Equipment-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2204,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2204-Crushing/Proc. Equipment-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2205,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2205-Crushing/Proc. Equipment-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2404,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2404-Dumpers/Tenders-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2405,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2405-Dumpers/Tenders-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2414,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2414-Dumpers/Tenders-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2415,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2415-Dumpers/Tenders-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2454,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2454-Dumpers/Tenders-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2455,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2455-Dumpers/Tenders-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2474,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2474-Dumpers/Tenders-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-2475,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","2475-Dumpers/Tenders-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-5384,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","5384-Other Construction Equipment-G4-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-5385,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","5385-Other Construction Equipment-G4-175-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6164,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6164-Paving Equipment-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6165,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6165-Paving Equipment-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6174,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6174-Paving Equipment-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0002
CALAVERAS, 860-887-1100-6175,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6175-Paving Equipment-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6184,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6184-Paving Equipment-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6185,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6185-Paving Equipment-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6204,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6204-Paving Equipment-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6205,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6205-Paving Equipment-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6224,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6224-Paving Equipment-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6225,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6225-Paving Equipment-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-887-1100-6314,"860-OFF-ROAD EQUIPMENT","887-CONSTRUCTION AND MINING EQUIPMENT","1100-GASOLINE (UNSPECIFIED)","6314-Plate Compactors-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
