AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
SAN FRANCISCO , 840-864-1100-6274,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6274-Vessel W/inboard Engine G4-CARB-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6275,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6275-Vessel W/inboard Engine G4-CARB-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6276,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6276-Vessel W/inboard Engine G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-6278,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6278-Vessel W/inboard Engine G4-CARB-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6279,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6279-Vessel W/inboard Engine G4-CARB-750-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6280,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6280-Vessel W/inboard Engine G4-FI-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN FRANCISCO , 840-864-1100-6288,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6288-Vessel W/inboard Engine G2-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6289,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6289-Vessel W/inboard Engine G2-FI-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6292,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6292-Vessel W/inboard Engine G2-FI-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6293,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6293-Vessel W/inboard Engine G2-FI-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6296,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6296-Vessel W/inboard Engine G2-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6297,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6297-Vessel W/inboard Engine G2-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6300,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6300-Vessel W/inboard Engine G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6301,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6301-Vessel W/inboard Engine G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6306,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6306-Vessel W/inboard Engine G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6307,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6307-Vessel W/inboard Engine G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6310,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6310-Vessel W/inboard Engine G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6311,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6311-Vessel W/inboard Engine G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6351,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6351-Vessel W/inboard Engine G2-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6352,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6352-Vessel W/inboard Engine G2-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6355,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6355-Vessel W/inboard Engine G2-FI-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6356,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6356-Vessel W/inboard Engine G2-FI-750-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6361,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6361-Vessel W/jet Engine G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6362,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6362-Vessel W/jet Engine G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6363,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6363-Vessel W/jet Engine G4-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6364,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6364-Vessel W/jet Engine G4-FI-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6381,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6381-Vessel W/jet Engine G4-CARB-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6382,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6382-Vessel W/jet Engine G4-CARB-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6383,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6383-Vessel W/jet Engine G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6384,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6384-Vessel W/jet Engine G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6385,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6385-Vessel W/jet Engine G4-CARB-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6386,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6386-Vessel W/jet Engine G4-CARB-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6387,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6387-Vessel W/jet Engine G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN FRANCISCO , 840-864-1100-6388,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6388-Vessel W/jet Engine G4-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6391,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6391-Vessel W/jet Engine G4-FI-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6392,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6392-Vessel W/jet Engine G4-FI-750-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6519,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6519-Vessel W/outboard Engine G4-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6520,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6520-Vessel W/outboard Engine G4-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6521,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6521-Vessel W/outboard Engine G4-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6522,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6522-Vessel W/outboard Engine G4-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6523,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6523-Vessel W/outboard Engine G4-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6524,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6524-Vessel W/outboard Engine G4-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6525,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6525-Vessel W/outboard Engine G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6526,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6526-Vessel W/outboard Engine G4-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6529,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6529-Vessel W/outboard Engine G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6530,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6530-Vessel W/outboard Engine G4-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6533,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6533-Vessel W/outboard Engine G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6534,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6534-Vessel W/outboard Engine G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6660,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6660-Vessel W/outboard Engine G2-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0006
SAN FRANCISCO , 840-864-1100-6661,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6661-Vessel W/outboard Engine G2-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6664,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6664-Vessel W/outboard Engine G2-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0004
SAN FRANCISCO , 840-864-1100-6665,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6665-Vessel W/outboard Engine G2-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6666,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6666-Vessel W/outboard Engine G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6667,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6667-Vessel W/outboard Engine G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6670,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6670-Vessel W/outboard Engine G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6671,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6671-Vessel W/outboard Engine G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6674,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6674-Vessel W/outboard Engine G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0003
SAN FRANCISCO , 840-864-1100-6675,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6675-Vessel W/outboard Engine G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6688,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6688-Vessel W/PWC G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6689,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6689-Vessel W/PWC G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6692,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6692-Vessel W/PWC G4-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6693,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6693-Vessel W/PWC G4-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6694,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6694-Vessel W/PWC G4-FI-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6695,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6695-Vessel W/PWC G4-FI-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6696,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6696-Vessel W/PWC G4-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6697,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6697-Vessel W/PWC G4-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6698,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6698-Vessel W/PWC G4-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6699,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6699-Vessel W/PWC G4-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6702,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6702-Vessel W/PWC G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6703,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6703-Vessel W/PWC G4-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6704,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6704-Vessel W/PWC G4-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6705,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6705-Vessel W/PWC G4-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6706,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6706-Vessel W/PWC G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6707,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6707-Vessel W/PWC G4-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6710,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6710-Vessel W/PWC G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6711,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6711-Vessel W/PWC G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6724,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6724-Vessel W/PWC G2-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.001
SAN FRANCISCO , 840-864-1100-6725,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6725-Vessel W/PWC G2-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6728,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6728-Vessel W/PWC G2-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0014
SAN FRANCISCO , 840-864-1100-6729,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6729-Vessel W/PWC G2-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6732,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6732-Vessel W/PWC G2-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0031
SAN FRANCISCO , 840-864-1100-6733,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6733-Vessel W/PWC G2-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6734,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6734-Vessel W/PWC G2-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-6735,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6735-Vessel W/PWC G2-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6736,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6736-Vessel W/PWC G2-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0066
SAN FRANCISCO , 840-864-1100-6737,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6737-Vessel W/PWC G2-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6738,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6738-Vessel W/PWC G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0011
SAN FRANCISCO , 840-864-1100-6739,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6739-Vessel W/PWC G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6740,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6740-Vessel W/PWC G2-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0027
SAN FRANCISCO , 840-864-1100-6741,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6741-Vessel W/PWC G2-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6742,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6742-Vessel W/PWC G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0013
SAN FRANCISCO , 840-864-1100-6743,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6743-Vessel W/PWC G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6744,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6744-Vessel W/PWC G2-CARB-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0018
SAN FRANCISCO , 840-864-1100-6745,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6745-Vessel W/PWC G2-CARB-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6746,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6746-Vessel W/PWC G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0067
SAN FRANCISCO , 840-864-1100-6747,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6747-Vessel W/PWC G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6750,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6750-Vessel W/PWC G2-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0014
SAN FRANCISCO , 840-864-1100-6751,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6751-Vessel W/PWC G2-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6756,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6756-Vessel W/PWC G4-CARB-2-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6757,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6757-Vessel W/PWC G4-CARB-2-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6760,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6760-Vessel W/sterndrive G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6761,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6761-Vessel W/sterndrive G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6774,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6774-Vessel W/sterndrive G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
